Genome	EXC	INF	LNF	PLOT	NIPH	ALM	ASM
GCA_001016265.1_ASM101626v1_genomic.fna	1235	26	3	0	0	0	3
GCA_001016285.1_ASM101628v1_genomic.fna	1226	38	2	0	0	0	1
GCA_001016295.1_ASM101629v1_genomic.fna	1244	15	2	0	0	0	6
GCA_001016335.1_ASM101633v1_genomic.fna	1227	32	6	0	0	0	2
GCA_001016355.1_ASM101635v1_genomic.fna	1236	24	3	0	0	0	4
GCA_001016375.1_ASM101637v1_genomic.fna	1208	48	3	0	2	0	6
GCA_001016385.1_ASM101638v1_genomic.fna	1212	51	0	0	0	0	4
GCA_001016415.1_ASM101641v1_genomic.fna	1250	15	0	0	0	0	2
GCA_001016435.1_ASM101643v1_genomic.fna	1208	51	2	0	1	0	5
GCA_001016445.1_ASM101644v1_genomic.fna	1226	34	3	0	1	0	3
GCA_001016465.1_ASM101646v1_genomic.fna	1182	26	58	0	0	0	1
GCA_001016495.1_ASM101649v1_genomic.fna	1182	22	60	0	0	2	1
GCA_001016515.1_ASM101651v1_genomic.fna	1180	25	62	0	0	0	0
GCA_001016525.1_ASM101652v1_genomic.fna	1245	20	1	0	0	0	1
GCA_001016545.1_ASM101654v1_genomic.fna	1241	24	1	1	0	0	0
GCA_001016575.1_ASM101657v1_genomic.fna	1225	36	2	0	2	0	2
GCA_001016595.1_ASM101659v1_genomic.fna	1242	24	0	0	0	0	1
GCA_001016615.1_ASM101661v1_genomic.fna	1183	22	59	0	0	0	3
GCA_001016625.1_ASM101662v1_genomic.fna	1229	36	1	0	0	0	1
GCA_001016655.1_ASM101665v1_genomic.fna	1178	23	62	0	0	0	4
GCA_001016675.1_ASM101667v1_genomic.fna	1239	19	4	0	1	0	4
GCA_001016695.1_ASM101669v1_genomic.fna	1234	28	5	0	0	0	0
GCA_001016715.1_ASM101671v1_genomic.fna	1245	17	4	0	0	0	1
GCA_001016725.1_ASM101672v1_genomic.fna	1250	8	6	0	0	0	3
GCA_001016755.1_ASM101675v1_genomic.fna	1194	20	51	0	1	0	1
GCA_001016775.1_ASM101677v1_genomic.fna	1145	58	60	0	0	0	4
GCA_001016795.1_ASM101679v1_genomic.fna	1265	0	1	0	0	0	1
GCA_001016815.1_ASM101681v1_genomic.fna	1233	20	4	0	7	0	3
GCA_001016835.1_ASM101683v1_genomic.fna	1244	18	2	0	0	0	3
GCA_001016855.1_ASM101685v1_genomic.fna	1250	12	2	0	0	0	3
GCA_001016875.1_ASM101687v1_genomic.fna	1235	28	3	0	0	0	1
GCA_001016895.1_ASM101689v1_genomic.fna	1234	25	5	2	0	1	0
GCA_001016915.1_ASM101691v1_genomic.fna	1185	26	54	1	0	0	1
GCA_001016935.1_ASM101693v1_genomic.fna	1188	16	60	0	1	0	2
GCA_001016955.1_ASM101695v1_genomic.fna	1258	0	5	3	0	0	1
GCA_001016965.1_ASM101696v1_genomic.fna	1210	49	1	2	2	0	3
GCA_001016995.1_ASM101699v1_genomic.fna	1180	14	71	0	0	0	2
GCA_001017015.1_ASM101701v1_genomic.fna	1243	18	5	0	0	0	1
GCA_001017035.1_ASM101703v1_genomic.fna	1244	17	4	0	0	0	2
GCA_001017045.1_ASM101704v1_genomic.fna	1163	31	71	0	0	0	2
GCA_001017075.1_ASM101707v1_genomic.fna	1239	24	2	0	0	0	2
GCA_001017085.1_ASM101708v1_genomic.fna	1260	3	3	0	0	0	1
GCA_001017115.1_ASM101711v1_genomic.fna	1202	6	59	0	0	0	0
GCA_001017835.1_ASM101783v1_genomic.fna	1200	30	36	1	0	0	0
GCA_001017845.1_ASM101784v1_genomic.fna	1238	16	13	0	0	0	0
GCA_001017855.1_ASM101785v1_genomic.fna	1221	10	35	0	0	0	1
GCA_001017925.1_ASM101792v1_genomic.fna	1249	14	2	0	1	0	1
GCA_001017935.1_ASM101793v1_genomic.fna	1235	28	2	1	0	0	1
GCA_001017975.1_ASM101797v1_genomic.fna	1106	130	16	0	0	2	13
GCA_001017995.1_ASM101799v1_genomic.fna	1172	76	13	0	0	3	3
GCA_001018005.1_ASM101800v1_genomic.fna	1232	17	12	0	1	1	4
GCA_001018015.1_ASM101801v1_genomic.fna	1225	27	10	0	1	1	3
GCA_001018055.1_ASM101805v1_genomic.fna	1204	43	13	0	1	1	5
GCA_001018065.1_ASM101806v1_genomic.fna	1175	30	60	0	0	0	2
GCA_001018085.1_ASM101808v1_genomic.fna	1234	22	3	0	0	2	6
GCA_001018095.1_ASM101809v1_genomic.fna	1166	42	59	0	0	0	0
GCA_001018135.1_ASM101813v1_genomic.fna	1242	18	4	1	0	1	1
GCA_001018155.1_ASM101815v1_genomic.fna	1235	24	2	1	0	0	5
GCA_001018165.1_ASM101816v1_genomic.fna	1220	34	7	0	4	0	2
GCA_001018175.1_ASM101817v1_genomic.fna	1229	34	2	0	0	0	2
GCA_001018215.1_ASM101821v1_genomic.fna	1186	28	53	0	0	0	0
GCA_001018225.1_ASM101822v1_genomic.fna	1236	29	0	0	0	0	2
GCA_001018245.1_ASM101824v1_genomic.fna	1243	19	3	0	0	1	1
GCA_001018255.1_ASM101825v1_genomic.fna	1231	23	13	0	0	0	0
GCA_001018295.1_ASM101829v1_genomic.fna	1166	36	60	0	2	2	1
GCA_001018315.1_ASM101831v1_genomic.fna	1176	28	60	0	0	0	3
GCA_001018325.1_ASM101832v1_genomic.fna	1191	8	58	0	10	0	0
GCA_001018335.1_ASM101833v1_genomic.fna	1245	19	3	0	0	0	0
GCA_001018375.1_ASM101837v1_genomic.fna	1223	19	23	0	0	0	2
GCA_001018395.1_ASM101839v1_genomic.fna	1236	27	3	0	0	0	1
GCA_001018405.1_ASM101840v1_genomic.fna	1192	17	58	0	0	0	0
GCA_001018415.1_ASM101841v1_genomic.fna	1233	30	4	0	0	0	0
GCA_001018455.1_ASM101845v1_genomic.fna	1183	22	61	0	0	0	1
GCA_001018475.1_ASM101847v1_genomic.fna	1237	19	6	1	0	0	4
GCA_001018485.1_ASM101848v1_genomic.fna	1262	1	3	0	0	0	1
GCA_001018495.1_ASM101849v1_genomic.fna	1151	94	15	0	1	2	4
GCA_001018535.1_ASM101853v1_genomic.fna	1236	29	0	0	1	0	1
GCA_001018555.1_ASM101855v1_genomic.fna	1073	125	66	0	0	0	3
GCA_001018565.1_ASM101856v1_genomic.fna	1241	22	2	0	0	0	2
GCA_001018575.1_ASM101857v1_genomic.fna	1231	3	17	1	0	2	13
GCA_001018615.1_ASM101861v1_genomic.fna	1203	55	7	0	0	0	2
GCA_001070935.1_ASM107093v1_genomic.fna	1250	17	0	0	0	0	0
GCA_001072615.1_ASM107261v1_genomic.fna	1243	19	2	0	0	0	3
GCA_001072815.1_ASM107281v1_genomic.fna	1260	0	2	1	0	1	3
GCA_001074175.1_ASM107417v1_genomic.fna	1229	16	13	5	0	0	4
GCA_001074215.1_ASM107421v1_genomic.fna	1232	13	12	9	0	0	1
GCA_001074255.1_ASM107425v1_genomic.fna	1259	1	3	0	0	0	4
GCA_001074285.1_ASM107428v1_genomic.fna	1260	2	2	1	0	1	1
GCA_001074585.1_ASM107458v1_genomic.fna	1237	23	2	3	0	1	1
GCA_001076065.1_ASM107606v1_genomic.fna	1230	35	0	1	0	0	1
GCA_001086185.1_6753_5_13_genomic.fna	1219	43	1	0	0	0	4
GCA_001087245.1_6630_6_21_genomic.fna	1220	46	1	0	0	0	0
GCA_001088005.1_6630_7_24_genomic.fna	1223	40	3	0	0	0	1
GCA_001088105.1_6630_8_2_genomic.fna	1225	35	2	0	0	0	5
GCA_001089905.1_6630_6_16_genomic.fna	1216	46	2	0	1	0	2
GCA_001091485.1_6630_5_22_genomic.fna	1230	35	0	0	0	0	2
GCA_001093745.1_6630_5_12_genomic.fna	1223	42	2	0	0	0	0
GCA_001097365.1_6630_7_23_genomic.fna	1262	1	2	0	0	0	2
GCA_001098005.1_6630_6_7_genomic.fna	1237	25	2	0	0	0	3
GCA_001098165.1_6630_5_7_genomic.fna	1226	37	3	0	1	0	0
GCA_001099185.1_6630_7_22_genomic.fna	1227	30	6	0	0	0	4
GCA_001100165.1_6630_5_19_genomic.fna	1225	35	3	0	1	0	3
GCA_001101765.1_6630_6_13_genomic.fna	1231	28	7	0	1	0	0
GCA_001102725.1_6630_8_1_genomic.fna	1247	18	1	0	0	0	1
GCA_001102825.1_6630_6_3_genomic.fna	1243	16	4	0	0	0	4
GCA_001103585.1_6630_5_23_genomic.fna	1222	37	3	0	0	0	5
GCA_001103625.1_6630_7_19_genomic.fna	1249	14	4	0	0	0	0
GCA_001104145.1_6630_6_23_genomic.fna	1234	32	1	0	0	0	0
GCA_001104505.1_6753_5_23_genomic.fna	1254	13	0	0	0	0	0
GCA_001106525.1_6630_7_10_genomic.fna	1238	25	4	0	0	0	0
GCA_001108625.1_6630_7_16_genomic.fna	1158	87	3	1	0	0	18
GCA_001108745.1_6630_5_21_genomic.fna	1247	15	5	0	0	0	0
GCA_001109505.1_6753_5_20_genomic.fna	1261	5	0	0	1	0	0
GCA_001109825.1_6753_5_26_genomic.fna	1114	146	5	0	0	0	2
GCA_001110105.1_6753_5_18_genomic.fna	1235	21	3	0	0	0	8
GCA_001110405.1_6630_6_12_genomic.fna	1256	9	2	0	0	0	0
GCA_001111745.1_6753_5_27_genomic.fna	1250	12	2	0	0	0	3
GCA_001114925.1_6630_5_3_genomic.fna	1238	27	2	0	0	0	0
GCA_001115485.1_6630_7_4_genomic.fna	1233	27	2	0	1	0	4
GCA_001115545.1_6753_5_22_genomic.fna	1240	24	0	1	0	0	2
GCA_001116525.1_6630_5_10_genomic.fna	1243	20	4	0	0	0	0
GCA_001118625.1_6630_5_4_genomic.fna	1239	25	2	0	0	0	1
GCA_001119085.1_6630_5_6_genomic.fna	1221	36	7	0	0	0	3
GCA_001119265.1_6630_6_14_genomic.fna	1256	1	9	0	1	0	0
GCA_001123205.1_6630_5_24_genomic.fna	1249	13	4	0	1	0	0
GCA_001123605.1_6630_5_20_genomic.fna	1236	26	4	0	0	0	1
GCA_001123965.1_6630_6_9_genomic.fna	1247	14	1	2	0	0	3
GCA_001124065.1_6753_5_6_genomic.fna	1254	7	2	0	0	0	4
GCA_001124925.1_6630_6_17_genomic.fna	1197	59	5	4	0	0	2
GCA_001127125.1_6753_5_7_genomic.fna	1237	27	0	1	1	0	1
GCA_001127665.1_6630_8_6_genomic.fna	1246	19	2	0	0	0	0
GCA_001130545.1_6630_6_6_genomic.fna	1258	3	4	0	0	0	2
GCA_001133525.1_6630_7_17_genomic.fna	1178	75	8	0	0	1	5
GCA_001133625.1_6630_6_1_genomic.fna	1246	18	3	0	0	0	0
GCA_001134425.1_6630_6_4_genomic.fna	1207	53	3	1	0	0	3
GCA_001134625.1_6630_7_3_genomic.fna	1253	10	4	0	0	0	0
GCA_001135525.1_6630_5_1_genomic.fna	1240	20	4	0	0	0	3
GCA_001138645.1_6630_7_2_genomic.fna	1251	13	3	0	0	0	0
GCA_001140025.1_6630_6_15_genomic.fna	1237	25	1	0	0	0	4
GCA_001140565.1_6630_8_5_genomic.fna	1263	1	2	0	0	0	1
GCA_001142125.1_6630_7_7_genomic.fna	1244	19	2	0	0	0	2
GCA_001142165.1_6630_7_6_genomic.fna	1229	35	2	0	0	0	1
GCA_001145265.1_6753_5_15_genomic.fna	1238	24	2	0	1	0	2
GCA_001145805.1_6630_7_12_genomic.fna	1114	136	9	0	0	0	8
GCA_001146325.1_6630_7_18_genomic.fna	1247	18	1	0	0	0	1
GCA_001146845.1_6630_8_11_genomic.fna	1243	19	4	0	0	1	0
GCA_001147165.1_6630_8_7_genomic.fna	1250	12	2	0	0	1	2
GCA_001147785.1_6753_5_5_genomic.fna	1122	138	4	1	0	0	2
GCA_001149385.1_6753_5_21_genomic.fna	1244	18	2	0	0	0	3
GCA_001151005.1_6753_5_19_genomic.fna	1240	22	2	0	0	0	3
GCA_001152205.1_6630_7_5_genomic.fna	1215	41	6	1	0	0	4
GCA_001153505.1_6630_5_8_genomic.fna	1230	31	4	0	0	0	2
GCA_001155125.1_6630_6_19_genomic.fna	1228	36	2	0	0	0	1
GCA_001155785.1_6630_8_10_genomic.fna	1241	22	2	0	0	0	2
GCA_001155905.1_6630_8_3_genomic.fna	1239	25	2	0	0	0	1
GCA_001156365.1_6630_5_17_genomic.fna	1238	21	5	0	1	0	2
GCA_001156965.1_6753_5_1_genomic.fna	1253	13	1	0	0	0	0
GCA_001159365.1_6630_5_14_genomic.fna	1235	28	3	0	0	0	1
GCA_001160905.1_6630_7_20_genomic.fna	1187	76	1	0	0	0	3
GCA_001162145.1_6630_7_1_genomic.fna	1240	22	2	0	0	0	3
GCA_001162445.1_6630_6_24_genomic.fna	1239	23	5	0	0	0	0
GCA_001163105.1_6630_5_5_genomic.fna	1242	20	5	0	0	0	0
GCA_001164665.1_6630_8_9_genomic.fna	1211	51	4	0	0	0	1
GCA_001166505.1_6630_6_22_genomic.fna	1235	28	3	0	0	0	1
GCA_001166605.1_6753_5_2_genomic.fna	1231	35	0	0	0	0	1
GCA_001171645.1_6753_5_12_genomic.fna	1239	22	3	0	1	0	2
GCA_001173205.1_6753_5_16_genomic.fna	1249	17	1	0	0	0	0
GCA_001174785.1_6630_7_15_genomic.fna	1247	18	2	0	0	0	0
GCA_001217725.1_6630_8_13_genomic.fna	1174	87	2	1	0	0	3
GCA_001218205.1_6630_8_17_genomic.fna	1241	19	3	0	0	0	4
GCA_001218945.1_6630_8_20_genomic.fna	1248	17	1	0	0	0	1
GCA_001221465.1_6630_8_23_genomic.fna	1250	12	3	0	0	0	2
GCA_001221525.1_6630_8_21_genomic.fna	1210	52	2	1	0	0	2
GCA_001221825.1_6630_8_18_genomic.fna	1237	27	1	0	0	0	2
GCA_001221965.1_6630_8_14_genomic.fna	1237	26	3	0	0	0	1
GCA_001222045.1_6630_8_15_genomic.fna	1247	16	4	0	0	0	0
GCA_001222545.1_6630_8_16_genomic.fna	1244	21	2	0	0	0	0
GCA_001222685.1_6630_8_22_genomic.fna	1235	29	2	0	0	0	1
GCA_001223485.1_6630_8_19_genomic.fna	1249	13	3	0	0	0	2
GCA_001348535.1_6753_5_24_genomic.fna	1240	24	1	1	0	0	1
GCA_001348555.1_6630_6_8_genomic.fna	1247	18	2	0	0	0	0
GCA_001348575.1_6630_8_4_genomic.fna	1189	73	1	2	0	0	2
GCA_001348595.1_6630_5_13_genomic.fna	1260	3	3	0	0	0	1
GCA_001348615.1_6753_5_3_genomic.fna	1242	25	0	0	0	0	0
GCA_001348635.1_6630_6_2_genomic.fna	1252	9	2	0	0	0	4
GCA_001348655.1_6753_5_25_genomic.fna	1261	0	2	0	0	0	4
GCA_001348675.1_6630_5_18_genomic.fna	1243	18	4	0	0	0	2
GCA_001348695.1_6630_5_16_genomic.fna	1248	17	1	0	0	0	1
GCA_001348715.1_6753_5_28_genomic.fna	1266	1	0	0	0	0	0
GCA_001348735.1_6753_5_17_genomic.fna	1234	30	1	0	0	0	2
GCA_001348755.1_6630_7_9_genomic.fna	1211	52	4	0	0	0	0
GCA_001348775.1_6630_5_15_genomic.fna	1236	29	0	1	0	0	1
GCA_001348795.1_6630_7_21_genomic.fna	1210	45	5	0	0	0	7
GCA_001348815.1_6630_6_18_genomic.fna	1232	30	3	0	0	0	2
GCA_001348835.1_6630_7_8_genomic.fna	1163	90	6	1	1	1	5
GCA_001348855.1_6630_5_9_genomic.fna	1243	17	3	0	0	0	4
GCA_001348875.1_6630_7_13_genomic.fna	1145	110	6	0	0	0	6
GCA_001348895.1_6630_5_2_genomic.fna	1230	34	3	0	0	0	0
GCA_001348915.1_6630_6_20_genomic.fna	1242	19	3	0	0	0	3
GCA_001348935.1_6630_7_14_genomic.fna	1138	111	12	0	0	0	6
GCA_001348955.1_6630_8_8_genomic.fna	1245	21	1	0	0	0	0
GCA_001348975.1_6630_6_5_genomic.fna	1260	1	2	1	0	0	3
GCA_001348995.1_6630_7_11_genomic.fna	1151	97	12	2	0	0	5
GCA_001349015.1_6630_5_11_genomic.fna	1235	26	4	0	0	0	2
GCA_001349035.1_6753_5_4_genomic.fna	1255	10	0	0	0	0	2
GCA_001349055.1_6753_5_14_genomic.fna	1239	22	3	0	1	0	2
GCA_001398435.1_Mother1_genomic.fna	1231	24	7	4	0	0	1
GCA_001398455.1_Child1_genomic.fna	1262	0	2	2	0	0	1
GCA_001398475.1_Mother2_genomic.fna	1243	7	7	5	1	0	4
GCA_001398495.1_Child2_genomic.fna	1256	0	4	2	1	0	4
GCA_001398515.1_Mother3_genomic.fna	1235	22	3	2	1	0	4
GCA_001398535.1_Child3_genomic.fna	1257	0	3	2	1	0	4
GCA_001398555.1_Mother4_genomic.fna	1246	12	7	2	0	0	0
GCA_001398575.1_Child4_genomic.fna	1262	0	3	2	0	0	0
GCA_001398595.1_Mother5-1_genomic.fna	1240	20	5	2	0	0	0
GCA_001398615.1_Mother5-2_genomic.fna	1260	0	5	2	0	0	0
GCA_001398635.1_Child5_genomic.fna	1260	0	5	2	0	0	0
GCA_001398655.1_Mother6_genomic.fna	1246	11	3	3	1	0	3
GCA_001398675.1_Child6-1_genomic.fna	1259	0	2	2	1	0	3
GCA_001398695.1_Child6-2_genomic.fna	1259	0	2	2	1	0	3
GCA_001398715.1_Mother7_genomic.fna	1250	14	2	1	0	0	0
GCA_001398735.1_Child7_genomic.fna	1232	29	2	2	0	2	0
GCA_001398755.1_Mother8_genomic.fna	1243	17	3	2	0	0	2
GCA_001398775.1_Child8-1_genomic.fna	1259	0	4	2	0	0	2
GCA_001398795.1_Child8-2_genomic.fna	1254	0	5	6	0	0	2
GCA_001398815.1_Mother9_genomic.fna	1225	35	5	0	0	0	2
GCA_001398835.1_Child9_genomic.fna	1260	1	4	0	0	0	2
GCA_001398855.1_Mother10-1_genomic.fna	1219	31	5	5	2	0	5
GCA_001398875.1_Mother10-2_genomic.fna	1254	0	3	3	2	0	5
GCA_001398895.1_Child10_genomic.fna	1256	0	2	2	2	0	5
GCA_001398915.1_Mother11_genomic.fna	1252	4	2	3	2	0	4
GCA_001398935.1_Child11-1_genomic.fna	1244	16	3	3	0	0	1
GCA_001398955.1_Child11-2_genomic.fna	1259	2	3	2	0	0	1
GCA_001398975.1_Mother12_genomic.fna	1156	90	10	3	1	0	7
GCA_001398995.1_Child12-1_genomic.fna	1249	2	6	2	1	0	7
GCA_001399015.1_Child12-2_genomic.fna	1251	1	5	2	1	0	7
GCA_001399035.1_Mother13_genomic.fna	1243	15	3	4	0	0	2
GCA_001399055.1_Child13_genomic.fna	1259	1	3	2	0	0	2
GCA_001399075.1_Mother14_genomic.fna	1237	23	3	2	0	0	2
GCA_001399095.1_Child14_genomic.fna	1260	0	3	2	0	0	2
GCA_001399115.1_Mother15_genomic.fna	1247	14	2	3	1	0	0
GCA_001399135.1_Child15-1_genomic.fna	1264	0	2	0	1	0	0
GCA_001399155.1_Child15-2_genomic.fna	1264	0	1	1	1	0	0
GCA_001399175.1_Mother16_genomic.fna	1238	23	3	3	0	0	0
GCA_001399195.1_Child16_genomic.fna	1250	1	6	10	0	0	0
GCA_001399295.1_Mother17_genomic.fna	1214	48	3	2	0	0	0
GCA_001399315.1_Child17_genomic.fna	1261	0	4	2	0	0	0
GCA_001399335.1_Mother18_genomic.fna	1225	26	7	4	1	0	4
GCA_001399355.1_Child18_genomic.fna	1254	0	6	2	1	0	4
GCA_001399375.1_Mother19_genomic.fna	1223	36	4	3	0	0	1
GCA_001399395.1_Child19-1_genomic.fna	1261	1	2	2	0	0	1
GCA_001399415.1_Child19-2_genomic.fna	1262	0	2	2	0	0	1
GCA_001399435.1_Child19-3_genomic.fna	1260	0	4	2	0	0	1
GCA_001439905.1_ASM143990v1_genomic.fna	1177	39	40	11	0	0	0
GCA_001484865.1_ASM148486v1_genomic.fna	1156	21	62	26	1	1	0
GCA_001546675.1_ASM154667v1_genomic.fna	1233	27	4	1	1	0	1
GCA_001546685.1_ASM154668v1_genomic.fna	1230	27	8	0	1	0	1
GCA_001546695.1_ASM154669v1_genomic.fna	1227	35	3	0	1	1	0
GCA_001546715.1_ASM154671v1_genomic.fna	1244	15	5	1	1	0	1
GCA_001546755.1_ASM154675v1_genomic.fna	1239	27	1	0	0	0	0
GCA_001546775.1_ASM154677v1_genomic.fna	1255	9	2	0	1	0	0
GCA_001546785.1_ASM154678v1_genomic.fna	1231	31	2	0	1	0	2
GCA_001592615.1_ASM159261v1_genomic.fna	1263	3	0	0	0	0	1
GCA_001592635.1_ASM159263v1_genomic.fna	1250	16	0	0	1	0	0
GCA_001675305.1_ASM167530v1_genomic.fna	1265	1	0	0	0	0	1
GCA_001692935.1_ASM169293v1_genomic.fna	1258	6	3	0	0	0	0
GCA_001693835.1_ASM169383v1_genomic.fna	1226	36	1	0	1	0	3
GCA_001693845.1_ASM169384v1_genomic.fna	1248	12	5	1	1	0	0
GCA_001693855.1_ASM169385v1_genomic.fna	1223	37	3	0	0	0	4
GCA_001693865.1_ASM169386v1_genomic.fna	1221	40	3	0	1	0	2
GCA_001693915.1_ASM169391v1_genomic.fna	1252	9	3	0	1	0	2
GCA_001693925.1_ASM169392v1_genomic.fna	1259	6	2	0	0	0	0
GCA_001693955.1_ASM169395v1_genomic.fna	1228	34	4	0	1	0	0
GCA_001693965.1_ASM169396v1_genomic.fna	1242	21	3	0	1	0	0
GCA_001693995.1_ASM169399v1_genomic.fna	1236	25	3	0	1	1	1
GCA_001694015.1_ASM169401v1_genomic.fna	1237	21	3	0	1	0	5
GCA_001694025.1_ASM169402v1_genomic.fna	1248	17	2	0	0	0	0
GCA_001694045.1_ASM169404v1_genomic.fna	1259	3	3	0	1	0	1
GCA_001694075.1_ASM169407v1_genomic.fna	1254	11	2	0	0	0	0
GCA_001694095.1_ASM169409v1_genomic.fna	1251	10	3	0	2	0	1
GCA_001694115.1_ASM169411v1_genomic.fna	1245	13	5	0	0	0	4
GCA_001694125.1_ASM169412v1_genomic.fna	1245	19	3	0	0	0	0
GCA_001694155.1_ASM169415v1_genomic.fna	1258	4	3	0	1	0	1
GCA_001694175.1_ASM169417v1_genomic.fna	1252	13	2	0	0	0	0
GCA_001694195.1_ASM169419v1_genomic.fna	1253	12	2	0	0	0	0
GCA_001694205.1_ASM169420v1_genomic.fna	1245	16	4	0	1	0	1
GCA_001694235.1_ASM169423v1_genomic.fna	1259	4	2	0	0	0	2
GCA_001694255.1_ASM169425v1_genomic.fna	1260	4	2	0	0	0	1
GCA_001694265.1_ASM169426v1_genomic.fna	1241	22	3	0	0	0	1
GCA_001694285.1_ASM169428v1_genomic.fna	1238	26	2	0	1	0	0
GCA_001694315.1_ASM169431v1_genomic.fna	1251	12	3	0	1	0	0
GCA_001694325.1_ASM169432v1_genomic.fna	1245	17	2	1	1	0	1
GCA_001694355.1_ASM169435v1_genomic.fna	1252	10	3	1	1	0	0
GCA_001694365.1_ASM169436v1_genomic.fna	1241	21	3	0	1	0	1
GCA_001694395.1_ASM169439v1_genomic.fna	1246	13	3	1	1	1	2
GCA_001694415.1_ASM169441v1_genomic.fna	1190	16	47	12	2	0	0
GCA_001694425.1_ASM169442v1_genomic.fna	1242	20	1	0	1	0	3
GCA_001694435.1_ASM169443v1_genomic.fna	1251	10	4	0	1	1	0
GCA_001694475.1_ASM169447v1_genomic.fna	1234	28	4	0	1	0	0
GCA_001694495.1_ASM169449v1_genomic.fna	1258	3	4	0	1	1	0
GCA_001694515.1_ASM169451v1_genomic.fna	1234	26	4	0	1	0	2
GCA_001694525.1_ASM169452v1_genomic.fna	1234	28	1	1	2	0	1
GCA_001694555.1_ASM169455v1_genomic.fna	1258	4	4	0	1	0	0
GCA_001694575.1_ASM169457v1_genomic.fna	1260	4	2	0	0	0	1
GCA_001694585.1_ASM169458v1_genomic.fna	1248	14	3	1	1	0	0
GCA_001694615.1_ASM169461v1_genomic.fna	1187	1	59	18	2	0	0
GCA_001694625.1_ASM169462v1_genomic.fna	1240	21	3	0	1	0	2
GCA_001694645.1_ASM169464v1_genomic.fna	1229	34	1	0	1	0	2
GCA_001694675.1_ASM169467v1_genomic.fna	1257	6	3	0	0	0	1
GCA_001694695.1_ASM169469v1_genomic.fna	1251	12	2	0	0	0	2
GCA_001694705.1_ASM169470v1_genomic.fna	1256	6	3	0	1	0	1
GCA_001694725.1_ASM169472v1_genomic.fna	1246	17	1	0	1	0	2
GCA_001694745.1_ASM169474v1_genomic.fna	1216	42	7	0	2	0	0
GCA_001694775.1_ASM169477v1_genomic.fna	1257	7	2	0	0	0	1
GCA_001694785.1_ASM169478v1_genomic.fna	1251	14	2	0	0	0	0
GCA_001694815.1_ASM169481v1_genomic.fna	1248	14	4	0	1	0	0
GCA_001694825.1_ASM169482v1_genomic.fna	1254	10	2	0	0	0	1
GCA_001694855.1_ASM169485v1_genomic.fna	1258	7	2	0	0	0	0
GCA_001694875.1_ASM169487v1_genomic.fna	1260	5	2	0	0	0	0
GCA_001694895.1_ASM169489v1_genomic.fna	1257	8	2	0	0	0	0
GCA_001694905.1_ASM169490v1_genomic.fna	1258	5	3	0	1	0	0
GCA_001694935.1_ASM169493v1_genomic.fna	1256	7	2	0	0	0	2
GCA_001694945.1_ASM169494v1_genomic.fna	1260	4	2	0	0	0	1
GCA_001694975.1_ASM169497v1_genomic.fna	1176	81	8	0	1	0	1
GCA_001694985.1_ASM169498v1_genomic.fna	1247	15	4	0	1	0	0
GCA_001695015.1_ASM169501v1_genomic.fna	1212	49	4	0	1	0	1
GCA_001695025.1_ASM169502v1_genomic.fna	1229	26	7	1	1	1	2
GCA_001695055.1_ASM169505v1_genomic.fna	1245	19	1	0	1	0	1
GCA_001695075.1_ASM169507v1_genomic.fna	1242	17	6	1	1	0	0
GCA_001695095.1_ASM169509v1_genomic.fna	1255	1	7	1	1	0	2
GCA_001695105.1_ASM169510v1_genomic.fna	1244	17	4	0	1	0	1
GCA_001695135.1_ASM169513v1_genomic.fna	1249	11	4	0	1	0	2
GCA_001695155.1_ASM169515v1_genomic.fna	1255	6	3	0	1	0	2
GCA_001695175.1_ASM169517v1_genomic.fna	1251	10	2	1	1	0	2
GCA_001695185.1_ASM169518v1_genomic.fna	1232	31	1	1	1	0	1
